year,month,ocean__temp_anomaly__00N.30N,ocean__total_error__00N.30N,ocean__high_error_variance__00N.30N,ocean__low_error_variance__00N.30N,ocean__bias_error_variance__00N.30N,ocean__diag_var_1__00N.30N,ocean__diag_var_2__00N.30N,ocean__diag_var_3__00N.30N,ocean__temp_anomaly__00N.90N,ocean__total_error__00N.90N,ocean__high_error_variance__00N.90N,ocean__low_error_variance__00N.90N,ocean__bias_error_variance__00N.90N,ocean__diag_var_1__00N.90N,ocean__diag_var_2__00N.90N,ocean__diag_var_3__00N.90N,ocean__temp_anomaly__20N.90N,ocean__total_error__20N.90N,ocean__high_error_variance__20N.90N,ocean__low_error_variance__20N.90N,ocean__bias_error_variance__20N.90N,ocean__diag_var_1__20N.90N,ocean__diag_var_2__20N.90N,ocean__diag_var_3__20N.90N,ocean__temp_anomaly__20S.20N,ocean__total_error__20S.20N,ocean__high_error_variance__20S.20N,ocean__low_error_variance__20S.20N,ocean__bias_error_variance__20S.20N,ocean__diag_var_1__20S.20N,ocean__diag_var_2__20S.20N,ocean__diag_var_3__20S.20N,ocean__temp_anomaly__30N.60N,ocean__total_error__30N.60N,ocean__high_error_variance__30N.60N,ocean__low_error_variance__30N.60N,ocean__bias_error_variance__30N.60N,ocean__diag_var_1__30N.60N,ocean__diag_var_2__30N.60N,ocean__diag_var_3__30N.60N,ocean__temp_anomaly__30S.00N,ocean__total_error__30S.00N,ocean__high_error_variance__30S.00N,ocean__low_error_variance__30S.00N,ocean__bias_error_variance__30S.00N,ocean__diag_var_1__30S.00N,ocean__diag_var_2__30S.00N,ocean__diag_var_3__30S.00N,ocean__temp_anomaly__60N.90N,ocean__total_error__60N.90N,ocean__high_error_variance__60N.90N,ocean__low_error_variance__60N.90N,ocean__bias_error_variance__60N.90N,ocean__diag_var_1__60N.90N,ocean__diag_var_2__60N.90N,ocean__diag_var_3__60N.90N,ocean__temp_anomaly__60S.30S,ocean__total_error__60S.30S,ocean__high_error_variance__60S.30S,ocean__low_error_variance__60S.30S,ocean__bias_error_variance__60S.30S,ocean__diag_var_1__60S.30S,ocean__diag_var_2__60S.30S,ocean__diag_var_3__60S.30S,ocean__temp_anomaly__60S.60N,ocean__total_error__60S.60N,ocean__high_error_variance__60S.60N,ocean__low_error_variance__60S.60N,ocean__bias_error_variance__60S.60N,ocean__diag_var_1__60S.60N,ocean__diag_var_2__60S.60N,ocean__diag_var_3__60S.60N,ocean__temp_anomaly__90S.00N,ocean__total_error__90S.00N,ocean__high_error_variance__90S.00N,ocean__low_error_variance__90S.00N,ocean__bias_error_variance__90S.00N,ocean__diag_var_1__90S.00N,ocean__diag_var_2__90S.00N,ocean__diag_var_3__90S.00N,ocean__temp_anomaly__90S.20S,ocean__total_error__90S.20S,ocean__high_error_variance__90S.20S,ocean__low_error_variance__90S.20S,ocean__bias_error_variance__90S.20S,ocean__diag_var_1__90S.20S,ocean__diag_var_2__90S.20S,ocean__diag_var_3__90S.20S,ocean__temp_anomaly__90S.60S,ocean__total_error__90S.60S,ocean__high_error_variance__90S.60S,ocean__low_error_variance__90S.60S,ocean__bias_error_variance__90S.60S,ocean__diag_var_1__90S.60S,ocean__diag_var_2__90S.60S,ocean__diag_var_3__90S.60S,ocean__temp_anomaly__90S.90N,ocean__total_error__90S.90N,ocean__high_error_variance__90S.90N,ocean__low_error_variance__90S.90N,ocean__bias_error_variance__90S.90N,ocean__diag_var_1__90S.90N,ocean__diag_var_2__90S.90N,ocean__diag_var_3__90S.90N,land__temp_anomaly__00N.30N,land__total_error__00N.30N,land__high_error_variance__00N.30N,land__low_error_variance__00N.30N,land__bias_error_variance__00N.30N,land__diag_var_1__00N.30N,land__diag_var_2__00N.30N,land__diag_var_3__00N.30N,land__temp_anomaly__00N.90N,land__total_error__00N.90N,land__high_error_variance__00N.90N,land__low_error_variance__00N.90N,land__bias_error_variance__00N.90N,land__diag_var_1__00N.90N,land__diag_var_2__00N.90N,land__diag_var_3__00N.90N,land__temp_anomaly__20N.90N,land__total_error__20N.90N,land__high_error_variance__20N.90N,land__low_error_variance__20N.90N,land__bias_error_variance__20N.90N,land__diag_var_1__20N.90N,land__diag_var_2__20N.90N,land__diag_var_3__20N.90N,land__temp_anomaly__20S.20N,land__total_error__20S.20N,land__high_error_variance__20S.20N,land__low_error_variance__20S.20N,land__bias_error_variance__20S.20N,land__diag_var_1__20S.20N,land__diag_var_2__20S.20N,land__diag_var_3__20S.20N,land__temp_anomaly__30N.60N,land__total_error__30N.60N,land__high_error_variance__30N.60N,land__low_error_variance__30N.60N,land__bias_error_variance__30N.60N,land__diag_var_1__30N.60N,land__diag_var_2__30N.60N,land__diag_var_3__30N.60N,land__temp_anomaly__30S.00N,land__total_error__30S.00N,land__high_error_variance__30S.00N,land__low_error_variance__30S.00N,land__bias_error_variance__30S.00N,land__diag_var_1__30S.00N,land__diag_var_2__30S.00N,land__diag_var_3__30S.00N,land__temp_anomaly__60N.90N,land__total_error__60N.90N,land__high_error_variance__60N.90N,land__low_error_variance__60N.90N,land__bias_error_variance__60N.90N,land__diag_var_1__60N.90N,land__diag_var_2__60N.90N,land__diag_var_3__60N.90N,land__temp_anomaly__60S.30S,land__total_error__60S.30S,land__high_error_variance__60S.30S,land__low_error_variance__60S.30S,land__bias_error_variance__60S.30S,land__diag_var_1__60S.30S,land__diag_var_2__60S.30S,land__diag_var_3__60S.30S,land__temp_anomaly__60S.60N,land__total_error__60S.60N,land__high_error_variance__60S.60N,land__low_error_variance__60S.60N,land__bias_error_variance__60S.60N,land__diag_var_1__60S.60N,land__diag_var_2__60S.60N,land__diag_var_3__60S.60N,land__temp_anomaly__90S.00N,land__total_error__90S.00N,land__high_error_variance__90S.00N,land__low_error_variance__90S.00N,land__bias_error_variance__90S.00N,land__diag_var_1__90S.00N,land__diag_var_2__90S.00N,land__diag_var_3__90S.00N,land__temp_anomaly__90S.20S,land__total_error__90S.20S,land__high_error_variance__90S.20S,land__low_error_variance__90S.20S,land__bias_error_variance__90S.20S,land__diag_var_1__90S.20S,land__diag_var_2__90S.20S,land__diag_var_3__90S.20S,land__temp_anomaly__90S.60S,land__total_error__90S.60S,land__high_error_variance__90S.60S,land__low_error_variance__90S.60S,land__bias_error_variance__90S.60S,land__diag_var_1__90S.60S,land__diag_var_2__90S.60S,land__diag_var_3__90S.60S,land__temp_anomaly__90S.90N,land__total_error__90S.90N,land__high_error_variance__90S.90N,land__low_error_variance__90S.90N,land__bias_error_variance__90S.90N,land__diag_var_1__90S.90N,land__diag_var_2__90S.90N,land__diag_var_3__90S.90N,average_10_metre_u_wind_component,average_10_metre_v_wind_component,average_2_metre_dewpoint_temperature,average_2_metre_temperature,average_cdww_coefficient_of_drag_with_waves,average_dwi_10_metre_wind_direction,average_dwps_wave_spectral_directional_width_for_swell,average_dwww_wave_spectral_directional_width_for_wind_waves,average_hmax_maximum_individual_wave_height,average_mdts_mean_direction_of_total_swell,average_mdww_mean_direction_of_wind_waves,average_mp1_mean_wave_period_based_on_first_moment,average_mp2_mean_zero-crossing_wave_period,average_mpts_mean_period_of_total_swell,average_mpww_mean_period_of_wind_waves,average_msqs_mean_square_slope_of_waves,average_mwd_mean_wave_direction,average_mwd1_mean_wave_direction_of_first_swell_partition,average_mwd2_mean_wave_direction_of_second_swell_partition,average_mwd3_mean_wave_direction_of_third_swell_partition,average_mwp_mean_wave_period,average_mwp1_mean_wave_period_of_first_swell_partition,average_mwp2_mean_wave_period_of_second_swell_partition,average_mwp3_mean_wave_period_of_third_swell_partition,average_mean_sea_level_pressure,average_p1ps_mean_wave_period_based_on_first_moment_for_swell,average_p1ww_mean_wave_period_based_on_first_moment_for_wind_waves,average_p2ps_mean_wave_period_based_on_second_moment_for_swell,average_p2ww_mean_wave_period_based_on_second_moment_for_wind_waves,average_phiaw_normalized_energy_flux_into_waves,average_phioc_normalized_energy_flux_into_ocean,average_pp1d_peak_wave_period,average_rhoao_air_density_over_the_oceans,average_shts_significant_height_of_total_swell,average_shww_significant_height_of_wind_waves,average_swh_significant_height_of_combined_wind_waves_and_swell,average_swh1_significant_wave_height_of_first_swell_partition,average_swh2_significant_wave_height_of_second_swell_partition,average_swh3_significant_wave_height_of_third_swell_partition,average_sea_surface_temperature,average_surface_pressure,average_tauoc_normalized_stress_into_ocean,average_tmax_period_corresponding_to_maximum_individual_wave_height,average_total_precipitation,average_wdw_wave_spectral_directional_width,average_wind_10_metre_wind_speed,average_wmb_model_bathymetry,average_wsk_wave_spectral_kurtosis,average_wsp_wave_spectral_peakedness,average_wss_wave_spectral_skewness,average_wstar_free_convective_velocity_over_the_oceans,minimum_10_metre_u_wind_component,minimum_10_metre_v_wind_component,minimum_2_metre_dewpoint_temperature,minimum_2_metre_temperature,minimum_cdww_coefficient_of_drag_with_waves,minimum_dwi_10_metre_wind_direction,minimum_dwps_wave_spectral_directional_width_for_swell,minimum_dwww_wave_spectral_directional_width_for_wind_waves,minimum_hmax_maximum_individual_wave_height,minimum_mdts_mean_direction_of_total_swell,minimum_mdww_mean_direction_of_wind_waves,minimum_mp1_mean_wave_period_based_on_first_moment,minimum_mp2_mean_zero-crossing_wave_period,minimum_mpts_mean_period_of_total_swell,minimum_mpww_mean_period_of_wind_waves,minimum_msqs_mean_square_slope_of_waves,minimum_mwd_mean_wave_direction,minimum_mwd1_mean_wave_direction_of_first_swell_partition,minimum_mwd2_mean_wave_direction_of_second_swell_partition,minimum_mwd3_mean_wave_direction_of_third_swell_partition,minimum_mwp_mean_wave_period,minimum_mwp1_mean_wave_period_of_first_swell_partition,minimum_mwp2_mean_wave_period_of_second_swell_partition,minimum_mwp3_mean_wave_period_of_third_swell_partition,minimum_mean_sea_level_pressure,minimum_p1ps_mean_wave_period_based_on_first_moment_for_swell,minimum_p1ww_mean_wave_period_based_on_first_moment_for_wind_waves,minimum_p2ps_mean_wave_period_based_on_second_moment_for_swell,minimum_p2ww_mean_wave_period_based_on_second_moment_for_wind_waves,minimum_phiaw_normalized_energy_flux_into_waves,minimum_phioc_normalized_energy_flux_into_ocean,minimum_pp1d_peak_wave_period,minimum_rhoao_air_density_over_the_oceans,minimum_shts_significant_height_of_total_swell,minimum_shww_significant_height_of_wind_waves,minimum_swh_significant_height_of_combined_wind_waves_and_swell,minimum_swh1_significant_wave_height_of_first_swell_partition,minimum_swh2_significant_wave_height_of_second_swell_partition,minimum_swh3_significant_wave_height_of_third_swell_partition,minimum_sea_surface_temperature,minimum_surface_pressure,minimum_tauoc_normalized_stress_into_ocean,minimum_tmax_period_corresponding_to_maximum_individual_wave_height,minimum_total_precipitation,minimum_wdw_wave_spectral_directional_width,minimum_wind_10_metre_wind_speed,minimum_wmb_model_bathymetry,minimum_wsk_wave_spectral_kurtosis,minimum_wsp_wave_spectral_peakedness,minimum_wss_wave_spectral_skewness,minimum_wstar_free_convective_velocity_over_the_oceans,maximum_10_metre_u_wind_component,maximum_10_metre_v_wind_component,maximum_2_metre_dewpoint_temperature,maximum_2_metre_temperature,maximum_cdww_coefficient_of_drag_with_waves,maximum_dwi_10_metre_wind_direction,maximum_dwps_wave_spectral_directional_width_for_swell,maximum_dwww_wave_spectral_directional_width_for_wind_waves,maximum_hmax_maximum_individual_wave_height,maximum_mdts_mean_direction_of_total_swell,maximum_mdww_mean_direction_of_wind_waves,maximum_mp1_mean_wave_period_based_on_first_moment,maximum_mp2_mean_zero-crossing_wave_period,maximum_mpts_mean_period_of_total_swell,maximum_mpww_mean_period_of_wind_waves,maximum_msqs_mean_square_slope_of_waves,maximum_mwd_mean_wave_direction,maximum_mwd1_mean_wave_direction_of_first_swell_partition,maximum_mwd2_mean_wave_direction_of_second_swell_partition,maximum_mwd3_mean_wave_direction_of_third_swell_partition,maximum_mwp_mean_wave_period,maximum_mwp1_mean_wave_period_of_first_swell_partition,maximum_mwp2_mean_wave_period_of_second_swell_partition,maximum_mwp3_mean_wave_period_of_third_swell_partition,maximum_mean_sea_level_pressure,maximum_p1ps_mean_wave_period_based_on_first_moment_for_swell,maximum_p1ww_mean_wave_period_based_on_first_moment_for_wind_waves,maximum_p2ps_mean_wave_period_based_on_second_moment_for_swell,maximum_p2ww_mean_wave_period_based_on_second_moment_for_wind_waves,maximum_phiaw_normalized_energy_flux_into_waves,maximum_phioc_normalized_energy_flux_into_ocean,maximum_pp1d_peak_wave_period,maximum_rhoao_air_density_over_the_oceans,maximum_shts_significant_height_of_total_swell,maximum_shww_significant_height_of_wind_waves,maximum_swh_significant_height_of_combined_wind_waves_and_swell,maximum_swh1_significant_wave_height_of_first_swell_partition,maximum_swh2_significant_wave_height_of_second_swell_partition,maximum_swh3_significant_wave_height_of_third_swell_partition,maximum_sea_surface_temperature,maximum_surface_pressure,maximum_tauoc_normalized_stress_into_ocean,maximum_tmax_period_corresponding_to_maximum_individual_wave_height,maximum_total_precipitation,maximum_wdw_wave_spectral_directional_width,maximum_wind_10_metre_wind_speed,maximum_wmb_model_bathymetry,maximum_wsk_wave_spectral_kurtosis,maximum_wsp_wave_spectral_peakedness,maximum_wss_wave_spectral_skewness,maximum_wstar_free_convective_velocity_over_the_oceans,standarddeviation_10_metre_u_wind_component,standarddeviation_10_metre_v_wind_component,standarddeviation_2_metre_dewpoint_temperature,standarddeviation_2_metre_temperature,standarddeviation_cdww_coefficient_of_drag_with_waves,standarddeviation_dwi_10_metre_wind_direction,standarddeviation_dwps_wave_spectral_directional_width_for_swell,standarddeviation_dwww_wave_spectral_directional_width_for_wind_waves,standarddeviation_hmax_maximum_individual_wave_height,standarddeviation_mdts_mean_direction_of_total_swell,standarddeviation_mdww_mean_direction_of_wind_waves,standarddeviation_mp1_mean_wave_period_based_on_first_moment,standarddeviation_mp2_mean_zero-crossing_wave_period,standarddeviation_mpts_mean_period_of_total_swell,standarddeviation_mpww_mean_period_of_wind_waves,standarddeviation_msqs_mean_square_slope_of_waves,standarddeviation_mwd_mean_wave_direction,standarddeviation_mwd1_mean_wave_direction_of_first_swell_partition,standarddeviation_mwd2_mean_wave_direction_of_second_swell_partition,standarddeviation_mwd3_mean_wave_direction_of_third_swell_partition,standarddeviation_mwp_mean_wave_period,standarddeviation_mwp1_mean_wave_period_of_first_swell_partition,standarddeviation_mwp2_mean_wave_period_of_second_swell_partition,standarddeviation_mwp3_mean_wave_period_of_third_swell_partition,standarddeviation_mean_sea_level_pressure,standarddeviation_p1ps_mean_wave_period_based_on_first_moment_for_swell,standarddeviation_p1ww_mean_wave_period_based_on_first_moment_for_wind_waves,standarddeviation_p2ps_mean_wave_period_based_on_second_moment_for_swell,standarddeviation_p2ww_mean_wave_period_based_on_second_moment_for_wind_waves,standarddeviation_phiaw_normalized_energy_flux_into_waves,standarddeviation_phioc_normalized_energy_flux_into_ocean,standarddeviation_pp1d_peak_wave_period,standarddeviation_rhoao_air_density_over_the_oceans,standarddeviation_shts_significant_height_of_total_swell,standarddeviation_shww_significant_height_of_wind_waves,standarddeviation_swh_significant_height_of_combined_wind_waves_and_swell,standarddeviation_swh1_significant_wave_height_of_first_swell_partition,standarddeviation_swh2_significant_wave_height_of_second_swell_partition,standarddeviation_swh3_significant_wave_height_of_third_swell_partition,standarddeviation_sea_surface_temperature,standarddeviation_surface_pressure,standarddeviation_tauoc_normalized_stress_into_ocean,standarddeviation_tmax_period_corresponding_to_maximum_individual_wave_height,standarddeviation_total_precipitation,standarddeviation_wdw_wave_spectral_directional_width,standarddeviation_wind_10_metre_wind_speed,standarddeviation_wmb_model_bathymetry,standarddeviation_wsk_wave_spectral_kurtosis,standarddeviation_wsp_wave_spectral_peakedness,standarddeviation_wss_wave_spectral_skewness,standarddeviation_wstar_free_convective_velocity_over_the_oceans,extent_______n,extent_______s,area_______n,area_______s,seafood_fresh_frozen_processing_ppi,skipjack_tuna_price,fao_food_price_index,fao_meat_price_index,fao_dairy_price_index,global_fish_price_index,import_price_index_fish_shellfish,global_price_of_shrimp_x,global_price_of_shrimp_y,domestic_air_cargo_volume,atlantic_air_cargo_volume,latam_air_cargo_volume,pacific_air_cargo_volume,international_air_cargo_volume,total_air_cargo_volume
2011,1,0.042499,0.007314,0.000611,0.000011,0.006692,0.183191,0.207909,0.024718,0.290972,0.005454,0.000225,0.000005,0.005225,0.138691,0.144308,0.015,0.49244,0.004324,0.000538,0.000007,0.003779,0.131266,0.108066,0.0232,-0.135003,0.00866,0.000944,0.000002,0.007714,0.237294,0.268025,0.03073,0.389095,0.00841,0.00273,0.000025,0.005655,0.149559,0.097308,0.052251,-0.174913,0.008567,0.00183,0.000005,0.006732,0.19944,0.242213,0.042773,2.07974,0.091673,0.091312,0.000064,0.000297,0.792713,0.490535,0.302178,0.331859,0.006404,0.000225,0.000002,0.006177,0.091773,0.087109,0.015,0.10757,0.00683,0.000431,0.000002,0.006397,0.103137,0.123901,0.020764,0.011149,0.005861,0.000305,0.000003,0.005554,0.094681,0.112134,0.017454,0.165995,0.004876,0.000256,0.000003,0.004616,0.079395,0.063383,0.016011,-0.581883,0.001255,0.000711,0.000113,0.000432,0.156807,0.183476,0.026669,0.130699,0.005864,0.000458,0.000002,0.005403,0.100821,0.122222,0.021401,0.328234,0.017988,0.014891,0.000011,0.003086,0.552303,0.430275,0.122028,0.139622,0.016798,0.013707,0.000005,0.003086,0.434125,0.551201,0.117076,0.082453,0.008594,0.005501,0.000007,0.003086,0.634634,0.708801,0.074166,0.259684,0.003314,0.000225,0.000002,0.003086,0.302321,0.299561,0.015,-0.779779,0.004854,0.001743,0.000025,0.003086,0.852669,0.894416,0.041748,0.2949,0.005847,0.002756,0.000005,0.003086,0.275697,0.223202,0.052495,2.536901,0.176343,0.173193,0.000064,0.003086,1.893259,1.477094,0.416165,0.732246,0.007626,0.004537,0.000002,0.003086,0.264724,0.197367,0.067358,-0.087836,0.021856,0.018768,0.000002,0.003086,0.266705,0.403699,0.136995,0.365775,0.005813,0.002724,0.000003,0.003086,0.231662,0.179473,0.052188,0.586905,0.007604,0.004514,0.000003,0.003086,0.265168,0.197979,0.067189,0.451203,0.004791,0.001591,0.000113,0.003086,0.492549,0.452656,0.039893,0.204121,0.009822,0.006733,0.000002,0.003086,0.335178,0.417236,0.082058,-0.173828619,-0.142199927,272.8449505,277.0393478,0.001190961,180.9953849,0.572971731,0.386974369,4.645552591,198.2876988,169.886714,7.212531099,6.270085057,9.45902786,4.09949724,0.008661778,192.0467716,199.4751143,177.2541506,181.053907,8.661244944,10.50752142,9.889076206,9.994080367,101065.5972,8.341438222,3.609171003,7.628059577,3.120066948,2.597427811,-3.880489618,10.6780467,1.240600519,2.037734967,1.078681647,2.473058634,1.773670245,0.766144745,0.324057464,286.8226947,96782.72118,0.985950251,7.500866628,0.002386889,0.695173012,7.529264741,876.9049341,0.010691188,3.84135154,0.024685439,0.63090903,-13.33314896,-13.17137432,222.8824768,226.3213959,0.0006772,0.004156571,0.148214281,0.24436599,0.03743504,0.004150573,0.002004925,1.524089813,1.430122375,1.668169975,2.241823196,2.78E-05,0.005885154,10.42256069,27.04826355,26.52206421,1.668169975,1.715826035,0.266271412,0.076837301,97835.125,1.524089813,1.896501541,1.430122375,0,-3.865878105,-41.77766418,1.828299522,1.020927429,0.006676067,0.002880794,0.035867929,0.006546289,0.000654241,8.21E-05,270.046875,48320.53125,0.877935886,2.006715775,0,0.307559609,2,5,-0.207772553,1.865322113,0.002624342,0,10.80405807,11.15284443,299.2535706,308.8585052,0.002222957,359.9963441,1.042241991,1.41422683,9.978353009,359.9963381,359.9941924,10.01749802,8.855049133,12.09443951,7.294923782,0.021439248,359.9980727,346.6725607,337.4857635,317.8501892,11.94258404,24.46973228,23.69156438,26.95525527,104965.125,10.72184372,6.50135994,10.07245636,5.869873047,5.156338692,-0.276687622,14.62151241,1.46837616,4.046104778,3.550671321,5.319559336,3.60267666,1.879102727,0.931188686,305.0966797,104653.5313,1.273092747,10.3302021,0.059761047,1.075183511,14.6484375,999,0.28400296,15.83260727,0.05718405,1.917785645,3.805675892,2.459835017,18.94686579,19.48421455,0.000195357,101.9457535,0.127968417,0.098552184,1.669874516,105.3542341,107.2877451,1.20045041,1.046170604,1.451188896,0.949942526,0.003161961,105.8931934,54.36471759,44.95579151,45.05716857,1.421068497,1.70779744,1.365743062,1.723551497,1022.992984,1.341312586,0.867150293,1.270916398,0.907682224,1.062502497,2.065454391,2.02115683,0.079767607,0.674084856,0.631971408,0.895879582,0.644852215,0.285470916,0.189627938,11.47976933,9328.99744,0.019431361,1.197855234,0.002918028,0.10243084,1.954786963,293.7383515,0.006908034,0.466933608,0.008007474,0.299015393,13.46,4.51,11.83,3.05,228.3,"1,515",133.7,97.6,122.8,6.795618588,119.6,7.616397,7.616397,923.95,562.053,136.695,726.57,"2,691.53","5,040.80"
2011,2,0.075674,0.005971,0.000225,0.000011,0.005735,0.167386,0.180305,0.015,0.195807,0.005514,0.000991,0.000005,0.004518,0.108472,0.139951,0.031479,0.305567,0.003619,0.000234,0.000007,0.003378,0.14545,0.130145,0.015306,-0.070447,0.007081,0.000225,0.000002,0.006854,0.239811,0.242997,0.015,0.270976,0.005237,0.000225,0.000025,0.004987,0.122733,0.10793,0.015,-0.070368,0.006435,0.000225,0.000005,0.006205,0.22208,0.220975,0.015,0.935465,0.041196,0.040879,0.000064,0.000253,0.932261,0.730075,0.202186,0.339356,0.005194,0.00036,0.000002,0.004831,0.097587,0.078612,0.018975,0.132393,0.005759,0.000256,0.000002,0.005501,0.096915,0.112922,0.016007,0.062144,0.00515,0.000225,0.000003,0.004922,0.103684,0.108688,0.015,0.189098,0.004159,0.000225,0.000003,0.003931,0.084563,0.070737,0.015,-0.596093,0.003335,0.002234,0.000113,0.000989,0.132123,0.179388,0.047265,0.119144,0.005515,0.000774,0.000002,0.004739,0.088157,0.115976,0.027819,0.75797,0.003322,0.000225,0.000011,0.003086,0.545561,0.534594,0.015,0.104258,0.004047,0.000956,0.000005,0.003086,0.63292,0.602007,0.030913,-0.12332,0.003324,0.000231,0.000007,0.003086,0.770554,0.785743,0.015189,0.500981,0.004655,0.001567,0.000002,0.003086,0.415349,0.375767,0.039583,-0.138547,0.004728,0.001616,0.000025,0.003086,1.040719,1.080922,0.040202,0.034981,0.003525,0.000434,0.000005,0.003086,0.333161,0.353995,0.020834,-0.793311,0.114196,0.111045,0.000064,0.003086,1.655773,1.322538,0.333235,0.301602,0.021844,0.018756,0.000002,0.003086,0.340815,0.203864,0.136952,0.205423,0.003313,0.000225,0.000002,0.003086,0.519625,0.522775,0.015,0.078887,0.00374,0.000651,0.000003,0.003086,0.283069,0.308584,0.025516,0.069022,0.003681,0.000592,0.000003,0.003086,0.302406,0.32673,0.024324,0.137642,0.138171,0.134972,0.000113,0.003086,0.846904,0.479518,0.367385,0.097005,0.003314,0.000225,0.000002,0.003086,0.49443,0.494139,0.015,-0.070846787,0.003716141,272.1865648,276.5273374,0.001200067,182.2902784,0.591574758,0.387773461,4.809505215,193.7117462,166.9254372,7.312669841,6.364409481,9.547430659,4.16505386,0.008848811,190.0355661,195.1868544,173.200157,181.7913929,8.74939227,10.57521187,9.804510963,10.25434149,100934.948,8.449872472,3.665866365,7.738893169,3.168452643,2.597983611,-3.918912785,10.74806521,1.240065215,2.0990772,1.129876444,2.562167322,1.838515493,0.757478304,0.329469056,286.9725565,96638.54321,0.986493276,7.598888824,0.002370611,0.69817301,7.63236489,876.9049341,0.010684849,3.841083726,0.024627352,0.644882387,-11.76126194,-9.461269379,226.6447906,229.8919678,0.000677168,0.005304858,0.145016134,0.251321137,0.052727368,0.001170161,0.000533248,1.590847015,1.4883461,1.744744301,2.165164948,6.10E-05,0.002097683,10.02229214,31.87719727,58.66543579,1.744832039,1.981986046,1.672828674,0.806005538,97346.375,1.590925217,1.879739761,1.488398552,0,-3.427388191,-32.13357544,1.920931816,1.018686295,0.021254335,0.003651139,0.04482628,0.020994067,0.001357033,8.65E-05,269.5588379,48516.58203,0.87025547,2.070580482,0,0.285855353,2,5,-0.228407919,2.3185215,0.002194593,2.92E-05,11.88522243,10.67544937,298.3401031,306.5306396,0.002219826,359.9818674,1.013683736,1.414223969,12.3762137,359.9933577,360.0005332,10.842556,9.333316803,13.03649235,8.063846588,0.023237222,359.9942852,344.8113546,324.2834473,317.9544983,12.61934376,23.44194698,21.86716461,25.85043913,102983,11.74961662,7.153055191,11.02331066,6.405395508,4.691508293,-0.263458252,14.99051189,1.473558426,4.692641053,4.76964235,6.633571398,4.48705852,1.84010215,0.948710124,303.8869629,103299.582,1.244454384,11.2510004,0.053536415,1.038418829,15.51342773,999,0.301346719,14.59415627,0.058938215,2.002043315,3.947877967,2.439753766,20.17877154,20.70277027,0.000212451,99.33427301,0.145731508,0.103458163,1.832286671,98.66272434,104.9094945,1.157083439,1.025400026,1.388827962,1.058714506,0.003502652,98.77159329,56.30732082,42.30390128,45.41948682,1.332531507,1.742657013,1.270263781,1.778003949,1035.896578,1.323087481,0.96330234,1.274198536,0.998173869,1.098109992,2.121486774,1.806369379,0.077140385,0.690660497,0.725355723,0.982967029,0.679071056,0.275565842,0.199890886,11.57050017,9495.331822,0.019329057,1.147294483,0.002736403,0.109425955,2.126233319,293.7383515,0.007191445,0.461329908,0.008206658,0.274790804,14.36,2.52,12.76,1.86,228.6,"1,590",137.6,100.3,130.3,6.976644611,119.3,7.410835421,7.410835421,853.268,559.454,132.807,614.979,"2,481.67","4,642.18"
